  0.00000,  0.00000,  0.00000,  5.00000,286.86292,246.44661,357.57359,317.15729,  0.78540,  1.57080,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,        0
  0.02590,  0.00000,  0.00000,  5.00000,286.86292,246.44661,357.57359,317.15729,  0.78540,  1.57080,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,        0
  0.04113,  0.00000,  0.00000,  5.00000,286.86292,246.44661,357.57359,317.15729,  0.78540,  1.57080,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,        0
  0.05072,  0.00000,  0.00000,  5.00000,286.86292,246.44661,357.57359,317.15729,  0.78540,  1.57080,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,        0
  0.06044,  0.00000,  0.00000,  5.00000,286.86292,246.44661,357.57359,317.15729,  0.78540,  1.57080,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,        0
  0.07067,  0.00000,  0.00000,  5.00000,286.86292,246.44661,357.57359,317.15729,  0.78540,  1.57080,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,        0
  0.08047,  0.00000,  0.00000,  5.00000,286.86292,246.44661,357.57359,317.15729,  0.78540,  1.57080,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,        0
  0.09027,  0.00000,  0.00000,  5.00000,286.86292,246.44661,357.57359,317.15729,  0.78540,  1.57080,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,        0
  0.11566,  0.00000,  0.00000,  5.00000,286.86292,246.44661,357.57359,317.15729,  0.78540,  1.57080,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,        0
  0.13875,  0.00000,  0.00000,  5.00000,286.86292,246.44661,357.57359,317.15729,  0.78540,  1.57080,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,        0
  0.16080,  0.00000,  0.00000,  5.00000,286.86292,246.44661,357.57359,317.15729,  0.78540,  1.57080,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,        0
  0.17625,  0.00000,  0.00000,  5.00000,286.86292,246.44661,357.57359,317.15729,  0.78540,  1.57080,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,        0
  0.18620,  0.00000,  0.00000,  5.00000,286.86292,246.44661,357.57359,317.15729,  0.78540,  1.57080,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,        0
  0.19673,  0.00000,  0.00000,  5.00000,286.86292,246.44661,357.57359,317.15729,  0.78540,  1.57080,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,        0
  0.20657,  0.00000,  0.00000,  5.00000,286.86292,246.44661,357.57359,317.15729,  0.78540,  1.57080,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,        0
  0.21644,  0.00000,  0.00000,  5.00000,286.86292,246.44661,357.57359,317.15729,  0.78540,  1.57080,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,        0
  0.22943,  0.00000,  0.00000,  5.00000,286.86292,246.44661,357.57359,317.15729,  0.78540,  1.57080,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,        0
  0.23983,  0.00000,  0.00000,  5.00000,286.86292,246.44661,357.57359,317.15729,  0.78540,  1.57080,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,        0
  0.25026,  0.00000,  0.00000,  5.00000,286.86292,246.44661,357.57359,317.15729,  0.78540,  1.57080,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,        0
  0.27602,  0.00000,  0.00000,  5.00000,286.86292,246.44661,357.57359,317.15729,  0.78540,  1.57080,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,        0
  0.29926,  0.00000,  0.00000,  5.00000,286.86292,246.44661,357.57359,317.15729,  0.78540,  1.57080,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,        0
  0.31163,  0.00000,  0.00000,  5.00000,286.86292,246.44661,357.57359,317.15729,  0.78540,  1.57080,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,        0
  0.32480,  0.00000,  0.00000,  5.00000,286.86292,246.44661,357.57359,317.15729,  0.78540,  1.57080,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,        0
  0.34999,  0.00000,  0.00000,  5.00000,286.86292,246.44661,357.57359,317.15729,  0.78540,  1.57080,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,        0
  0.36729,  0.00000,  0.00000,  5.00000,286.86292,246.44661,357.57359,317.15729,  0.78540,  1.57080,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,        0
  0.37786,  0.00000,  0.00000,  5.00000,286.86292,246.44661,357.57359,317.15729,  0.78540,  1.57080,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,        0
  0.40060,  0.00000,  0.00000,  5.00000,286.86292,246.44661,357.57359,317.15729,  0.78540,  1.57080,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,        0
  0.41327,  0.00000,  0.00000,  5.00000,286.86292,246.44661,357.57359,317.15729,  0.78540,  1.57080,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,        0
  0.42354,  0.00000,  0.00000,  5.00000,286.86292,246.44661,357.57359,317.15729,  0.78540,  1.57080,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,        0
  0.43322,  0.00000,  0.00000,  5.00000,286.86292,246.44661,357.57359,317.15729,  0.78540,  1.57080,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,        0
  0.44305,  0.00000,  0.00000,  5.00000,286.86292,246.44661,357.57359,317.15729,  0.78540,  1.57080,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,        0
