  0.00000,  0.00000,339.38819,235.97608,357.57359,317.15729,  0.78540,  1.57080,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,        0
  0.02581,  0.00000,339.38819,235.97608,357.57359,317.15729,  0.78540,  1.57080,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,        0
  0.03809,  0.00000,339.38819,235.97608,357.57359,317.15729,  0.78540,  1.57080,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,        0
  0.04765,  0.00000,339.38819,235.97608,357.57359,317.15729,  0.78540,  1.57080,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,        0
  0.05785,  0.00000,339.38819,235.97608,357.57359,317.15729,  0.78540,  1.57080,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,        0
  0.06802,  0.00000,339.38819,235.97608,357.57359,317.15729,  0.78540,  1.57080,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,        0
  0.08089,  0.00000,339.38819,235.97608,357.57359,317.15729,  0.78540,  1.57080,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,        0
  0.09091,  0.00000,339.38819,235.97608,357.57359,317.15729,  0.78540,  1.57080,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,        0
  0.10392,  0.00000,339.38819,235.97608,357.57359,317.15729,  0.78540,  1.57080,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,        0
  0.11403,  0.00000,339.38819,235.97608,357.57813,317.14579,  0.78543,  1.57072,  0.00145, -0.00391,  0.07235, -0.19559,  0.00000,  0.00000,  0.00000,  0.02000,  0.00000,  0.00000,  0.00000,  0.20000,        0
  0.13266,  0.00000,339.38819,235.97608,357.59175,317.11131,  0.78551,  1.57048,  0.00434, -0.01174,  0.14471, -0.39120,  0.00000,  0.00000,  0.00000,  0.04000,  0.00000,  0.00000,  0.00000,  0.20000,        0
  0.14286,  0.00000,339.38819,235.97608,357.61899,317.04234,  0.78569,  1.57001,  0.00868, -0.02347,  0.21713, -0.58692,  0.00000,  0.00000,  0.00000,  0.06000,  0.00000,  0.00000,  0.00000,  0.20000,        0
  0.15287,  0.00000,339.38819,235.97608,357.66442,316.92742,  0.78598,  1.56923,  0.01448, -0.03913,  0.28969, -0.78289,  0.00000,  0.00000,  0.00000,  0.08000,  0.00000,  0.00000,  0.00000,  0.20000,        0
  0.16326,  0.00000,339.38819,235.97608,357.73263,316.75506,  0.78641,  1.56806,  0.02173, -0.05872,  0.36249, -0.97931,  0.00000,  0.00000,  0.00000,  0.10000,  0.00000,  0.00000,  0.00000,  0.20000,        0
  0.17332,  0.00000,339.38819,235.97608,357.82823,316.51384,  0.78702,  1.56641,  0.03044, -0.08225,  0.43569, -1.17646,  0.00000,  0.00000,  0.00000,  0.12000,  0.00000,  0.00000,  0.00000,  0.20000,        0
  0.18346,  0.00000,339.38819,235.97608,357.95592,316.19234,  0.78783,  1.56422,  0.04063, -0.10974,  0.50948, -1.37467,  0.00000,  0.00000,  0.00000,  0.14000,  0.00000,  0.00000,  0.00000,  0.20000,        0
  0.19355,  0.00000,339.38819,235.97608,358.12045,315.77919,  0.78888,  1.56139,  0.05231, -0.14123,  0.58408, -1.57437,  0.00000,  0.00000,  0.00000,  0.16000,  0.00000,  0.00000,  0.00000,  0.20000,        0
  0.20386,  0.00000,339.38819,235.97608,358.32667,315.26308,  0.79019,  1.55786,  0.06551, -0.17675,  0.65975, -1.77602,  0.00000,  0.00000,  0.00000,  0.18000,  0.00000,  0.00000,  0.00000,  0.20000,        0
  0.21388,  0.00000,339.38819,235.97608,358.57959,314.63275,  0.79179,  1.55353,  0.08024, -0.21635,  0.73680, -1.98019,  0.00000,  0.00000,  0.00000,  0.20000,  0.00000,  0.00000,  0.00000,  0.20000,        0
  0.22425,  0.00000,339.38819,235.97608,358.88433,313.87706,  0.79373,  1.54833,  0.09655, -0.26010,  0.81556, -2.18752,  0.00000,  0.00000,  0.00000,  0.22000,  0.00000,  0.00000,  0.00000,  0.20000,        0
  0.23745,  0.00000,339.38819,235.97608,359.24625,312.98494,  0.79602,  1.54217,  0.11448, -0.30808,  0.89645, -2.39875,  0.00000,  0.00000,  0.00000,  0.24000,  0.00000,  0.00000,  0.00000,  0.20000,        0
  0.24747,  0.00000,339.38819,235.97608,359.67088,311.94549,  0.79870,  1.53496,  0.13408, -0.36037,  0.97989, -2.61473,  0.00000,  0.00000,  0.00000,  0.26000,  0.00000,  0.00000,  0.00000,  0.20000,        0
  0.25793,  0.00000,339.38819,235.97608,360.16409,310.74793,  0.80181,  1.52662,  0.15541, -0.41710,  1.06640, -2.83643,  0.00000,  0.00000,  0.00000,  0.28000,  0.00000,  0.00000,  0.00000,  0.20000,        0
  0.26786,  0.00000,339.38819,235.97608,360.73200,309.38169,  0.80538,  1.51705,  0.17854, -0.47840,  1.15654, -3.06494,  0.00000,  0.00000,  0.00000,  0.30000,  0.00000,  0.00000,  0.00000,  0.20000,        0
  0.27886,  0.00000,339.38819,235.97608,361.38115,307.83642,  0.80945,  1.50616,  0.20356, -0.54443,  1.25095, -3.30152,  0.00000,  0.00000,  0.00000,  0.32000,  0.00000,  0.00000,  0.00000,  0.20000,        0
  0.28946,  0.00000,339.38819,235.97608,362.11847,306.10205,  0.81406,  1.49385,  0.23057, -0.61538,  1.35034, -3.54764,  0.00000,  0.00000,  0.00000,  0.34000,  0.00000,  0.00000,  0.00000,  0.20000,        0
  0.29938,  0.00000,339.38819,235.97608,362.90180,304.28294,  0.81894,  1.48084,  0.24429, -0.65051,  0.68612, -1.75611,  0.00000,  0.00000,  0.00000,  0.16000,  0.00000,  0.00000,  0.00000,  0.00000,        0
  0.30949,  0.00000,339.38819,235.97608,363.69218,302.47125,  0.82386,  1.46778,  0.24587, -0.65314,  0.07893, -0.13182,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,        0
  0.31954,  0.00000,339.38819,235.97608,364.48963,300.66712,  0.82881,  1.45466,  0.24746, -0.65582,  0.07962, -0.13394,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,        0
  0.32946,  0.00000,339.38819,235.97608,365.29417,298.87068,  0.83379,  1.44149,  0.24907, -0.65854,  0.08033, -0.13609,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,        0
  0.33933,  0.00000,339.38819,235.97608,366.10580,297.08205,  0.83881,  1.42827,  0.25069, -0.66131,  0.08105, -0.13827,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,        0
  0.34919,  1.00000,299.13759,305.11887,366.92454,295.30137,  0.84385,  1.41498,  0.25232, -0.66412,  0.08180, -0.14049,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,        0
